dealer_group,brand,model,release_year,country,fuel_type,engine_volume,transmission,drive_type,region,quantity,price,income,area,segment,class,date,is_mercur
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Алматы,1,18035.8151,18035.8151,г.Алматы,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Шымкент,1,19082.88709,19082.88709,г.Шымкент,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Алматы,1,19082.88709,19082.88709,г.Алматы,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Актобе,1,20129.95909,20129.95909,Актюбинская область,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Талдыкорган,1,20129.95909,20129.95909,Алматинская область,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Караганда,1,20129.95909,20129.95909,Карагандинская область,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Нур-Султан,1,19606.42309,19606.42309,г.Нур-Султан,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Костанай,1,19344.65509,19344.65509,Костанайская область,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Нур-Султан,1,20129.95909,20129.95909,г.Нур-Султан,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Актау,1,18821.11909,18821.11909,Мангистауская область,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Шымкент,1,19344.65509,19344.65509,г.Шымкент,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Атырау,1,20129.95909,20129.95909,Атырауская область,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Уральск,1,20129.95909,20129.95909,Западно-Казахстанская область,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Павлодар,1,19082.88709,19082.88709,Павлодарская область,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Павлодар,1,18821.11909,18821.11909,Павлодарская область,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Актобе,1,18821.11909,18821.11909,Актюбинская область,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Актау,1,20129.95909,20129.95909,Мангистауская область,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Атырау,1,18821.11909,18821.11909,Атырауская область,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Атырау,1,19344.65509,19344.65509,Атырауская область,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Караганда,1,19344.65509,19344.65509,Карагандинская область,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Алматы,1,19344.65509,19344.65509,г.Алматы,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Кызылорда,1,21438.79908,21438.79908,Кызылординская область,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Павлодар,1,18035.8151,18035.8151,Павлодарская область,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Караганда,1,19082.88709,19082.88709,Карагандинская область,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Нур-Султан,1,18035.8151,18035.8151,г.Нур-Султан,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Актау,1,19082.88709,19082.88709,Мангистауская область,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Кокшетау,1,19082.88709,19082.88709,Акмолинская область,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Алматы,1,19606.42309,19606.42309,г.Алматы,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Уральск,1,18559.35109,18559.35109,Западно-Казахстанская область,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Павлодар,1,18559.35109,18559.35109,Павлодарская область,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Усть-Каменогорск,1,19082.88709,19082.88709,Восточно-Казахстанская область,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Кызылорда,1,20129.95909,20129.95909,Кызылординская область,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Усть-Каменогорск,1,18035.8151,18035.8151,Восточно-Казахстанская область,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Кызылорда,1,19344.65509,19344.65509,Кызылординская область,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Усть-Каменогорск,1,19344.65509,19344.65509,Восточно-Казахстанская область,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Атырау,1,20653.49508,20653.49508,Атырауская область,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Алматы,1,20653.49508,20653.49508,г.Алматы,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Кокшетау,1,19606.42309,19606.42309,Акмолинская область,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Уральск,1,19606.42309,19606.42309,Западно-Казахстанская область,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Усть-Каменогорск,1,18821.11909,18821.11909,Восточно-Казахстанская область,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Алматы,1,21438.79908,21438.79908,г.Алматы,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Нур-Султан,1,23271.17507,23271.17507,г.Нур-Султан,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Усть-Каменогорск,1,23271.17507,23271.17507,Восточно-Казахстанская область,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Алматы,1,23271.17507,23271.17507,г.Алматы,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Актобе,1,23271.17507,23271.17507,Актюбинская область,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Уральск,1,18035.8151,18035.8151,Западно-Казахстанская область,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Актау,1,23271.17507,23271.17507,Мангистауская область,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Шымкент,1,23271.17507,23271.17507,г.Шымкент,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Караганда,1,20653.49508,20653.49508,Карагандинская область,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Павлодар,1,21438.79908,21438.79908,Павлодарская область,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Шымкент,1,19606.42309,19606.42309,г.Шымкент,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Уральск,1,18821.11909,18821.11909,Западно-Казахстанская область,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Алматы,1,18821.11909,18821.11909,г.Алматы,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,2.0,Автомат,2WD,Павлодар,1,20129.95909,20129.95909,Павлодарская область,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,2.0,Автомат,2WD,Алматы,1,20653.49508,20653.49508,г.Алматы,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,2.0,Автомат,2WD,Нур-Султан,1,20653.49508,20653.49508,г.Нур-Султан,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,2.0,Автомат,Полный,Петропавловск,1,20129.95909,20129.95909,Северо-Казахстанская область,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,2.0,Автомат,Полный,Актау,1,23532.94307,23532.94307,Мангистауская область,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,2.0,Автомат,Полный,Нур-Султан,1,20129.95909,20129.95909,г.Нур-Султан,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,2.0,Автомат,Полный,Нур-Султан,1,22485.87107,22485.87107,г.Нур-Султан,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,2.0,Автомат,Полный,Алматы,1,20129.95909,20129.95909,г.Алматы,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Нур-Султан,1,20653.49508,20653.49508,г.Нур-Султан,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Шымкент,1,20653.49508,20653.49508,г.Шымкент,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Creta,2019-01-01,KAZ,F,1.6,Автомат,2WD,Костанай,1,20129.95909,20129.95909,Костанайская область,Внедорожники,Субкомпактные SUV,2019-06-30,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Автомат,2WD,Нур-Султан,1,19794.94892,19794.94892,г.Нур-Султан,Легковые автомобили,C класс,2019-01-31,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Автомат,2WD,Шымкент,1,19794.94892,19794.94892,г.Шымкент,Легковые автомобили,C класс,2019-01-31,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Автомат,2WD,Алматы,1,17416.38363,17416.38363,г.Алматы,Легковые автомобили,C класс,2019-01-31,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Автомат,2WD,Нур-Султан,1,17416.38363,17416.38363,г.Нур-Султан,Легковые автомобили,C класс,2019-01-31,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Автомат,2WD,Караганда,1,19794.94892,19794.94892,Карагандинская область,Легковые автомобили,C класс,2019-01-31,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Автомат,2WD,Алматы,1,19794.94892,19794.94892,г.Алматы,Легковые автомобили,C класс,2019-01-31,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Автомат,2WD,Актау,1,19794.94892,19794.94892,Мангистауская область,Легковые автомобили,C класс,2019-01-31,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Автомат,2WD,Атырау,1,19794.94892,19794.94892,Атырауская область,Легковые автомобили,C класс,2019-01-31,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Автомат,2WD,Алматы,1,17944.95369,17944.95369,г.Алматы,Легковые автомобили,C класс,2019-01-31,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Автомат,2WD,Уральск,1,17944.95369,17944.95369,Западно-Казахстанская область,Легковые автомобили,C класс,2019-01-31,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Автомат,2WD,Шымкент,1,17944.95369,17944.95369,г.Шымкент,Легковые автомобили,C класс,2019-01-31,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Автомат,2WD,Атырау,1,17944.95369,17944.95369,Атырауская область,Легковые автомобили,C класс,2019-01-31,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Автомат,2WD,Тараз,1,17944.95369,17944.95369,Жамбылская область,Легковые автомобили,C класс,2019-01-31,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Автомат,2WD,Актобе,1,17944.95369,17944.95369,Актюбинская область,Легковые автомобили,C класс,2019-01-31,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Автомат,2WD,Караганда,1,17944.95369,17944.95369,Карагандинская область,Легковые автомобили,C класс,2019-01-31,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Автомат,2WD,Нур-Султан,1,17944.95369,17944.95369,г.Нур-Султан,Легковые автомобили,C класс,2019-01-31,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Автомат,2WD,Павлодар,1,17944.95369,17944.95369,Павлодарская область,Легковые автомобили,C класс,2019-01-31,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Автомат,2WD,Костанай,1,17944.95369,17944.95369,Костанайская область,Легковые автомобили,C класс,2019-01-31,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Автомат,2WD,Костанай,1,17416.38363,17416.38363,Костанайская область,Легковые автомобили,C класс,2019-01-31,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Автомат,2WD,Шымкент,1,17416.38363,17416.38363,г.Шымкент,Легковые автомобили,C класс,2019-01-31,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Механика,2WD,Шымкент,1,16094.95846,16094.95846,г.Шымкент,Легковые автомобили,C класс,2019-01-31,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,2.0,Автомат,2WD,Алматы,1,22437.79924,22437.79924,г.Алматы,Легковые автомобили,C класс,2019-01-31,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,2.0,Автомат,2WD,Нур-Султан,1,22437.79924,22437.79924,г.Нур-Султан,Легковые автомобили,C класс,2019-01-31,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,2.0,Автомат,2WD,Атырау,1,22437.79924,22437.79924,Атырауская область,Легковые автомобили,C класс,2019-01-31,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,2.0,Автомат,2WD,Алматы,1,21116.37408,21116.37408,г.Алматы,Легковые автомобили,C класс,2019-01-31,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,2.0,Автомат,2WD,Кызылорда,1,21116.37408,21116.37408,Кызылординская область,Легковые автомобили,C класс,2019-01-31,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,2.0,Автомат,2WD,Атырау,1,21116.37408,21116.37408,Атырауская область,Легковые автомобили,C класс,2019-01-31,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,2.0,Автомат,2WD,Нур-Султан,1,21116.37408,21116.37408,г.Нур-Султан,Легковые автомобили,C класс,2019-01-31,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,2.0,Автомат,2WD,Шымкент,1,21116.37408,21116.37408,г.Шымкент,Легковые автомобили,C класс,2019-01-31,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,2.0,Автомат,2WD,Актобе,1,21116.37408,21116.37408,Актюбинская область,Легковые автомобили,C класс,2019-01-31,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Автомат,2WD,Кызылорда,1,19794.94892,19794.94892,Кызылординская область,Легковые автомобили,C класс,2019-01-31,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Автомат,2WD,Павлодар,1,19794.94892,19794.94892,Павлодарская область,Легковые автомобили,C класс,2019-01-31,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Автомат,2WD,Талдыкорган,1,17944.95369,17944.95369,Алматинская область,Легковые автомобили,C класс,2019-01-31,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,2.0,Автомат,2WD,Усть-Каменогорск,1,21116.37408,21116.37408,Восточно-Казахстанская область,Легковые автомобили,C класс,2019-01-31,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Автомат,2WD,Тараз,1,19794.94892,19794.94892,Жамбылская область,Легковые автомобили,C класс,2019-01-31,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Автомат,2WD,Кызылорда,1,17944.95369,17944.95369,Кызылординская область,Легковые автомобили,C класс,2019-01-31,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Автомат,2WD,Усть-Каменогорск,1,17944.95369,17944.95369,Восточно-Казахстанская область,Легковые автомобили,C класс,2019-01-31,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Механика,2WD,Алматы,1,16094.95846,16094.95846,г.Алматы,Легковые автомобили,C класс,2019-01-31,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,2.0,Автомат,2WD,Костанай,1,21116.37408,21116.37408,Костанайская область,Легковые автомобили,C класс,2019-01-31,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,2.0,Автомат,2WD,Караганда,1,22437.79924,22437.79924,Карагандинская область,Легковые автомобили,C класс,2019-01-31,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Механика,2WD,Кокшетау,1,16094.95846,16094.95846,Акмолинская область,Легковые автомобили,C класс,2019-01-31,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Автомат,2WD,Кокшетау,1,17416.38363,17416.38363,Акмолинская область,Легковые автомобили,C класс,2019-01-31,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Механика,2WD,Усть-Каменогорск,1,15322.8459,15322.8459,Восточно-Казахстанская область,Легковые автомобили,C класс,2019-02-28,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Автомат,2WD,Уральск,1,17439.99214,17439.99214,Западно-Казахстанская область,Легковые автомобили,C класс,2019-02-28,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Механика,2WD,Караганда,1,16116.77574,16116.77574,Карагандинская область,Легковые автомобили,C класс,2019-02-28,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Автомат,2WD,Караганда,1,17969.2787,17969.2787,Карагандинская область,Легковые автомобили,C класс,2019-02-28,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,2.0,Автомат,2WD,Талдыкорган,1,21144.99805,21144.99805,Алматинская область,Легковые автомобили,C класс,2019-02-28,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Автомат,2WD,Нур-Султан,1,19821.78165,19821.78165,г.Нур-Султан,Легковые автомобили,C класс,2019-02-28,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Автомат,2WD,Нур-Султан,1,17439.99214,17439.99214,г.Нур-Султан,Легковые автомобили,C класс,2019-02-28,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Автомат,2WD,Нур-Султан,1,17969.2787,17969.2787,г.Нур-Султан,Легковые автомобили,C класс,2019-02-28,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,2.0,Автомат,2WD,Нур-Султан,1,21144.99805,21144.99805,г.Нур-Султан,Легковые автомобили,C класс,2019-02-28,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Механика,2WD,Нур-Султан,1,15322.8459,15322.8459,г.Нур-Султан,Легковые автомобили,C класс,2019-02-28,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Механика,2WD,Нур-Султан,1,16116.77574,16116.77574,г.Нур-Султан,Легковые автомобили,C класс,2019-02-28,False
Astana Motors,Hyundai,Elantra,2019-01-01,KAZ,F,1.6,Автомат,2WD,Нур-Султан,1,18763.20854,18763.20854,г.Нур-Султан,Легковые автомобили,C класс,2019-02-28,False
Astana Motors,Hyundai,Elantra,2019-01-01,KAZ,F,1.6,Автомат,2WD,Нур-Султан,1,19821.78165,19821.78165,г.Нур-Султан,Легковые автомобили,C класс,2019-02-28,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Автомат,2WD,Алматы,1,19821.78165,19821.78165,г.Алматы,Легковые автомобили,C класс,2019-02-28,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,2.0,Автомат,2WD,Алматы,1,22468.21445,22468.21445,г.Алматы,Легковые автомобили,C класс,2019-02-28,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Механика,2WD,Алматы,1,15322.8459,15322.8459,г.Алматы,Легковые автомобили,C класс,2019-02-28,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Автомат,2WD,Алматы,1,17439.99214,17439.99214,г.Алматы,Легковые автомобили,C класс,2019-02-28,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Автомат,2WD,Алматы,1,17969.2787,17969.2787,г.Алматы,Легковые автомобили,C класс,2019-02-28,False
Astana Motors,Hyundai,Elantra,2019-01-01,KAZ,F,2.0,Автомат,2WD,Алматы,1,22468.21445,22468.21445,г.Алматы,Легковые автомобили,C класс,2019-02-28,False
Astana Motors,Hyundai,Elantra,2019-01-01,KAZ,F,1.6,Автомат,2WD,Алматы,1,19821.78165,19821.78165,г.Алматы,Легковые автомобили,C класс,2019-02-28,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Автомат,2WD,Тараз,1,19821.78165,19821.78165,Жамбылская область,Легковые автомобили,C класс,2019-02-28,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Автомат,2WD,Шымкент,1,19821.78165,19821.78165,г.Шымкент,Легковые автомобили,C класс,2019-02-28,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Автомат,2WD,Шымкент,1,17439.99214,17439.99214,г.Шымкент,Легковые автомобили,C класс,2019-02-28,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Автомат,2WD,Шымкент,1,17969.2787,17969.2787,г.Шымкент,Легковые автомобили,C класс,2019-02-28,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,2.0,Автомат,2WD,Шымкент,1,22468.21445,22468.21445,г.Шымкент,Легковые автомобили,C класс,2019-02-28,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,2.0,Автомат,2WD,Шымкент,1,21144.99805,21144.99805,г.Шымкент,Легковые автомобили,C класс,2019-02-28,False
Astana Motors,Hyundai,Elantra,2019-01-01,KAZ,F,1.6,Автомат,2WD,Шымкент,1,19821.78165,19821.78165,г.Шымкент,Легковые автомобили,C класс,2019-02-28,False
Astana Motors,Hyundai,Elantra,2019-01-01,KAZ,F,1.6,Автомат,2WD,Петропавловск,1,17969.2787,17969.2787,Северо-Казахстанская область,Легковые автомобили,C класс,2019-02-28,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Автомат,2WD,Павлодар,1,17439.99214,17439.99214,Павлодарская область,Легковые автомобили,C класс,2019-02-28,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Автомат,2WD,Павлодар,1,19821.78165,19821.78165,Павлодарская область,Легковые автомобили,C класс,2019-02-28,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,2.0,Автомат,2WD,Павлодар,1,22468.21445,22468.21445,Павлодарская область,Легковые автомобили,C класс,2019-02-28,False
Astana Motors,Hyundai,Elantra,2019-01-01,KAZ,F,1.6,Автомат,2WD,Павлодар,1,19821.78165,19821.78165,Павлодарская область,Легковые автомобили,C класс,2019-02-28,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Автомат,2WD,Костанай,1,17439.99214,17439.99214,Костанайская область,Легковые автомобили,C класс,2019-02-28,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,1.6,Автомат,2WD,Костанай,1,17969.2787,17969.2787,Костанайская область,Легковые автомобили,C класс,2019-02-28,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,2.0,Автомат,2WD,Нур-Султан,1,22468.21445,22468.21445,г.Нур-Султан,Легковые автомобили,C класс,2019-02-28,False
Astana Motors,Hyundai,Elantra,2018-01-01,KAZ,F,2.0,Автомат,2WD,Алматы,1,21144.99805,21144.99805,г.Алматы,Легковые автомобили,C класс,2019-02-28,False
Astana Motors,Hyundai,Elantra,2019-01-01,KAZ,F,2.0,Автомат,2WD,Алматы,1,24585.36069,24585.36069,г.Алматы,Легковые автомобили,C класс,2019-02-28,False
